,distance,label,pi,fam_div_jc,rat_div_jc,tajima,sites
42,84,Autosomes,0.00947615093144,0.0381416250988,0.172385417422,-0.4402072846,614069
43,86,Autosomes,0.00953197650724,0.0386918623526,0.173432198055,-0.43341330048,574690
44,88,Autosomes,0.00958195868505,0.03889904241,0.171899634151,-0.439018583953,538495
45,90,Autosomes,0.00954911484321,0.0388820225802,0.173227741621,-0.424915137927,495443
46,92,Autosomes,0.0095562492025,0.0385569610388,0.172512085034,-0.425866645628,471042
47,94,Autosomes,0.00974341585276,0.0385659199425,0.172896804887,-0.384055791846,426377
48,96,Autosomes,0.00964548594796,0.0394614630791,0.175158220687,-0.436177657154,402796
49,98,Autosomes,0.00963498634966,0.0387212483221,0.17234631239,-0.429356589578,380750
50,100,Autosomes,0.00963681332106,0.0387620594342,0.173673319771,-0.424923563759,358018
51,102,Autosomes,0.00962526381349,0.0391154884664,0.173954832588,-0.450830392402,346811
52,104,Autosomes,0.00974188403824,0.0395009724983,0.173053560814,-0.439154038297,312328
53,106,Autosomes,0.00954027123979,0.0388493487135,0.173061884198,-0.459273566374,296960
54,108,Autosomes,0.00970962770657,0.0381545800301,0.173272099132,-0.371773921091,277417
55,110,Autosomes,0.0098748960547,0.039211205574,0.175503701167,-0.397902771472,270575
56,112,Autosomes,0.00980351089219,0.0390609807306,0.173057744496,-0.390414834513,251542
57,114,Autosomes,0.0097304464679,0.038826638854,0.173216647631,-0.414579868353,235975
58,116,Autosomes,0.0096454875142,0.0389386175265,0.173938160302,-0.451784896878,221030
59,118,Autosomes,0.0100516924766,0.0394927627769,0.1759599663,-0.386271806117,207533
60,120,Autosomes,0.00964248491216,0.0389553430215,0.172887838383,-0.426705314188,200074
61,122,Autosomes,0.00969265729117,0.0389406671159,0.175012034861,-0.402394256139,195852
62,124,Autosomes,0.00964410835032,0.0387869593604,0.173335146411,-0.402676574767,177032
63,126,Autosomes,0.00961663998715,0.0381263213832,0.17273994789,-0.431332804608,167781
64,128,Autosomes,0.00976138444506,0.0388399679641,0.173571965313,-0.419841574999,160496
65,130,Autosomes,0.00995668932651,0.0390343431488,0.177048835442,-0.409270459726,150200
66,132,Autosomes,0.00976141359556,0.0385530596617,0.175068036328,-0.409883600628,139839
67,134,Autosomes,0.00950443977803,0.0381483337169,0.174656664314,-0.363731071263,134644
68,136,Autosomes,0.00960225117912,0.0383123168208,0.173471030079,-0.396462301096,125595
69,138,Autosomes,0.00967143921502,0.0385771674974,0.172422385585,-0.421593720795,119808
70,140,Autosomes,0.00980025901233,0.040111148703,0.175338942394,-0.469834783058,115215
71,142,Autosomes,0.00990705698856,0.0389797886016,0.174906004899,-0.356834695656,106834
72,144,Autosomes,0.009871753558,0.039457472202,0.172313857666,-0.393692542242,104039
73,146,Autosomes,0.0101243388372,0.040367871193,0.176500382126,-0.423437337498,104680
74,148,Autosomes,0.00920742390143,0.0387939653354,0.176050885923,-0.481608055789,97123
75,150,Autosomes,0.0100905147484,0.0397144961307,0.174049516738,-0.360602454099,91000
76,152,Autosomes,0.01002366671,0.0390770470382,0.17205538122,-0.417634906964,83306
77,154,Autosomes,0.00983402248728,0.0395722440709,0.175467599102,-0.378667626578,81590
78,156,Autosomes,0.0100169779287,0.040921440541,0.176121222226,-0.399204021639,76384
79,158,Autosomes,0.0102363257662,0.0402635477166,0.178172712844,-0.377481018056,75175
80,160,Autosomes,0.00959908702681,0.0386036768745,0.176484818219,-0.414353476867,68302
81,162,Autosomes,0.00939774402658,0.0383412696578,0.173668180507,-0.484751708816,71968
82,164,Autosomes,0.00951397473278,0.0386198625697,0.172080500374,-0.410210677597,69443
83,166,Autosomes,0.00947613380252,0.039560388333,0.176589695711,-0.489470031754,65317
84,168,Autosomes,0.0100243388016,0.0396943874731,0.177919807244,-0.336122277692,60938
85,170,Autosomes,0.00947543978516,0.0382224481857,0.17282502498,-0.558061608624,57561
86,172,Autosomes,0.00996019247831,0.040233385048,0.174123680211,-0.445303025626,58254
87,174,Autosomes,0.0100785249242,0.0377422289519,0.173961248586,-0.387430778325,52950
88,176,Autosomes,0.00971583255986,0.0388813149717,0.167135344578,-0.403516285533,52282
89,178,Autosomes,0.00944321318282,0.0374741734441,0.175481477203,-0.51108252391,48778
90,180,Autosomes,0.0101393524405,0.039155326163,0.172526083293,-0.415150696713,50746
91,182,Autosomes,0.00980463624435,0.0402279878492,0.177394789823,-0.46349629787,49096
92,184,Autosomes,0.00987542556848,0.0398945934997,0.173218384017,-0.473962816582,44708
93,186,Autosomes,0.00999560558429,0.0397060127406,0.16955718802,-0.437253478089,43596
94,188,Autosomes,0.00984674750513,0.0396114205412,0.171976190434,-0.380425646512,36881
95,190,Autosomes,0.0100412918347,0.0396962856006,0.174720140005,-0.334820987935,38175
96,192,Autosomes,0.0100620557112,0.0391997118481,0.177454748384,-0.430893690296,36368
97,194,Autosomes,0.00964210873404,0.0401570521299,0.17780467817,-0.453600682561,36393
98,196,Autosomes,0.0101444184556,0.0395507661431,0.173023084886,-0.2434543911,31615
99,198,Autosomes,0.00972245178252,0.0396741963328,0.176962304528,-0.433782941604,1460649
